A B A B A B B A
-9.711552 4.114616 -18.138300 -2.848113 19.738423 -3.038415 3.884976 -11.838102
-10.464650 4.284565 -18.016555 -1.694202 18.491716 -3.572566 3.716031 -11.427713
-7.485826 4.941894 -21.139322 -0.984099 18.937463 -4.214768 3.481413 -10.573178
-9.164156 4.957310 -18.329094 -0.310833 17.390562 -4.464744 3.053192 -9.241542
-8.647158 4.812015 -18.539455 -0.426888 18.115204 -4.859798 2.185920 -11.272825
-7.514987 5.281581 -18.081667 0.386512 16.837971 -4.457624 0.681776 -11.076147
-6.854819 4.736329 -18.257055 0.863067 18.397422 -4.750875 1.281151 -7.802368
-5.952313 4.248294 -15.719067 1.645590 17.574953 -5.086598 0.482885 -8.122793
-5.862797 4.248060 -17.306828 1.667964 16.726222 -5.438447 -0.740899 -7.420424
-4.406221 3.594657 -17.265179 2.929883 16.428827 -4.455087 -1.210211 -7.456545
-4.460137 2.860504 -16.793880 3.308932 17.778168 -4.257765 -1.995301 -5.228419
-5.079021 2.832098 -15.818083 3.887514 15.785349 -3.950873 -2.477614 -5.528398
-4.964597 2.410254 -15.901221 4.561920 14.837129 -3.563535 -2.880971 -3.953850
-2.586268 1.488427 -16.239714 4.078488 15.259982 -3.344458 -3.780294 -4.302461
-1.369140 0.747346 -15.110844 4.714013 16.261449 -2.253215 -4.066344 -3.180379
-1.808990 0.084038 -14.358767 5.058937 14.694164 -1.761564 -4.256225 -3.347306
-1.447423 -0.500933 -13.530629 4.888764 15.001672 -1.377947 -4.911834 -1.460908
0.464648 -1.228330 -14.033666 5.379611 12.528741 -0.436126 -4.880390 0.109129
1.089346 -2.041399 -11.612172 5.128773 13.533475 -0.342459 -4.866653 -0.097279
2.093808 -2.097134 -12.194657 4.573230 11.071947 0.851999 -5.327164 -1.412849
1.812524 -2.804827 -12.926612 4.922556 11.900868 1.374972 -5.081930 0.228971
0.225651 -3.420698 -12.975703 4.772974 10.458666 1.937790 -5.546945 1.143532
3.312298 -3.747305 -10.941643 4.353578 11.038343 2.793581 -4.753968 1.413329
3.322515 -4.422492 -11.958491 4.331945 9.798032 3.111880 -4.814163 3.057780
4.173855 -4.494145 -9.557983 3.556032 9.160601 3.512179 -3.786342 3.683096
4.892981 -4.605361 -9.020700 2.878474 9.580591 4.041495 -3.985933 4.005722
7.588766 -4.805454 -8.462836 2.696946 6.268043 4.301041 -3.218308 3.755556
6.932829 -4.839604 -9.179019 2.076604 7.301843 4.456673 -2.934277 4.670576
6.444223 -5.268513 -6.770083 1.751798 4.446856 4.234938 -2.508564 4.248535
4.846059 -4.738181 -7.080772 0.988166 6.376693 4.388891 -1.490783 7.301996
7.687733 -4.678816 -6.283087 0.111103 3.477650 4.751725 -1.006046 7.358106
8.560091 -4.510363 -7.061127 -0.024401 3.549330 4.631722 -0.544065 7.545412
7.681042 -3.866806 -6.292027 -0.855689 3.979584 4.572228 -0.312239 8.226487
9.744580 -3.849813 -4.344395 -1.461967 3.764634 4.589024 0.804187 7.398338
9.662647 -3.197259 -7.332843 -2.141660 1.218390 3.717606 1.480765 9.104404
10.800495 -2.535085 -4.105454 -2.482132 3.054993 3.674119 2.345667 8.557138
7.497225 -2.174596 -2.283416 -3.096362 0.218396 3.165518 2.645258 9.308171
11.363981 -1.359640 -2.202195 -3.476034 0.418791 2.365905 3.008311 10.450571
12.556614 -0.447223 -1.393863 -4.306498 2.827887 1.705067 3.888150 9.887260
10.983115 0.576724 -0.007791 -4.777683 -0.881845 0.646757 4.032991 12.194475
11.812027 0.536818 0.123683 -4.423101 -1.267798 0.526297 4.701860 14.107680
13.726859 1.346102 -1.623840 -5.099649 -1.950707 -0.591143 4.571004 13.324171
12.143184 2.158063 1.495109 -5.594352 -3.721761 -0.549713 5.072253 11.120283
13.399846 2.251029 2.228136 -4.776194 -4.229714 -1.917937 5.263158 14.170198
14.489935 3.103244 1.737020 -4.755787 -4.581849 -2.324136 5.148000 14.344957
15.395169 3.393531 2.963597 -4.823121 -3.911177 -2.969440 5.749586 16.389069
14.996443 3.699472 5.088475 -4.699426 -2.504620 -3.539095 4.777147 18.496331
15.030960 3.890401 4.447114 -4.761063 -5.561896 -3.404236 4.485338 14.603846
16.096308 4.850968 4.840770 -4.624904 -6.064736 -4.423570 4.568597 17.144064
17.389594 4.858208 7.461430 -4.177326 -6.592972 -4.673328 4.328585 16.374868
17.437742 4.885116 5.949365 -4.080333 -7.221512 -5.102838 3.702183 15.701071
17.750843 5.478863 5.334068 -3.728186 -7.927740 -4.897892 2.828176 15.906393
15.721468 5.246262 7.439164 -2.844774 -9.469701 -4.719210 2.843414 15.631244
17.634373 4.900181 7.417663 -2.047524 -8.560465 -4.942212 1.853026 17.422347
17.127919 4.863476 7.886523 -1.557507 -8.269784 -4.289375 1.454432 16.714963
17.798603 3.917165 8.730570 -0.996764 -8.936339 -4.249149 0.667242 17.796128
16.930776 3.571575 7.965814 -0.876651 -9.883218 -4.186920 0.153225 19.685151
18.478947 3.962208 9.274528 0.089557 -11.374392 -3.979344 -0.561215 18.061131
17.040914 3.324226 9.906448 0.712088 -12.389299 -3.410701 -1.037855 18.518605
19.730702 2.405982 11.189575 1.543017 -14.235132 -3.045264 -1.503836 19.456450
20.713420 2.042113 12.039515 1.858470 -12.373676 -2.371262 -2.729910 19.948021
19.191128 1.153627 11.409837 2.555935 -13.973717 -1.208181 -2.672914 20.021539
19.737519 1.074936 11.419979 3.051860 -13.797704 -0.744607 -3.364810 18.681085
18.465815 0.037002 12.250021 3.156656 -14.484581 -0.126330 -4.041853 19.451994
19.391097 -0.680777 12.509914 3.712074 -14.517229 0.655729 -4.087954 20.487625
21.402096 -0.608265 13.422941 4.191048 -15.183698 1.197162 -4.860969 22.298687
18.682191 -2.056581 13.491446 4.682692 -14.544271 2.048773 -4.929499 19.628446
20.187625 -2.474268 14.300865 4.853962 -17.233905 2.182505 -5.135038 18.819876
20.132522 -2.776034 15.599711 5.355536 -17.098989 2.782471 -5.053208 20.095793
20.804554 -3.451210 14.576392 4.780790 -15.851121 3.677488 -5.379551 18.803576
21.918779 -3.939512 15.536510 4.700972 -16.725051 4.426571 -5.209797 21.546917
20.659665 -4.240312 17.622190 4.564506 -16.051901 4.192944 -4.704972 18.881370
19.455073 -4.595584 16.763973 5.495363 -17.608967 4.744513 -4.195264 21.908782
17.731418 -4.825045 18.142216 5.039110 -18.493351 5.153640 -4.243546 20.518645
20.253059 -4.939471 18.452975 4.167652 -19.537546 5.119582 -4.044536 18.998292
20.001703 -5.163652 18.509205 4.315574 -17.891241 5.114875 -3.485921 20.227074
19.621568 -4.547766 17.572135 3.755322 -15.750274 4.863369 -2.522793 19.073652
19.461485 -5.152224 19.530028 3.798988 -20.074243 4.711522 -2.110061 18.660731
19.360785 -4.540012 17.900474 3.122517 -19.293831 4.292153 -1.926262 20.074373
18.573560 -4.051651 17.933320 2.494876 -17.053015 3.642669 -1.316208 19.800536
19.215880 -4.199248 19.288747 2.275466 -18.491801 3.828859 -0.355670 19.001131
18.122900 -3.604766 19.865237 1.291791 -20.408582 3.550457 0.915669 19.301878
16.556177 -3.012334 20.848276 0.628544 -18.946999 2.572837 1.179691 19.286079
16.455070 -1.892079 21.388223 0.210050 -19.740274 2.069372 1.358915 17.540848
17.114078 -1.571496 20.711749 0.198590 -19.669355 1.414432 1.880200 18.554630
19.152046 -0.926129 21.568254 -1.835927 -18.345805 0.159618 2.717511 17.677780
16.180531 -0.333052 20.830974 -1.523250 -17.953070 0.161404 3.428781 18.637914
16.879296 -0.010424 21.047051 -2.330615 -20.132555 -0.934238 4.130233 21.042560
16.307631 0.782906 21.482229 -2.702953 -19.822124 -1.365098 4.065343 16.194574
15.369865 1.519099 20.839722 -3.411049 -18.122803 -2.027915 4.902875 15.111156
14.679457 2.045179 21.118947 -3.230155 -20.353759 -2.185645 4.366160 16.367080
15.484138 2.613074 19.645966 -3.835974 -17.539435 -3.203215 4.707952 15.465133
16.972517 3.538361 19.162778 -4.074677 -18.518413 -4.029393 4.911228 14.629719
15.887584 3.182824 21.514252 -4.958914 -18.588201 -3.840820 4.906190 15.668245
13.775554 4.251851 21.329626 -5.170069 -20.780504 -4.165243 5.242063 15.932735
11.767365 4.361912 20.303258 -4.938618 -19.085369 -4.299927 5.031668 13.926884
13.260675 4.806013 20.523182 -5.074372 -18.656445 -4.548302 4.564353 12.604761
10.709748 5.179192 20.248517 -5.062575 -18.655996 -4.619832 3.879930 14.537939
12.485647 4.896795 18.238510 -4.923951 -18.160770 -4.847263 4.050250 12.757738
10.390899 4.867435 19.794738 -4.976296 -18.229655 -4.844794 3.354123 10.934642
11.680069 5.007886 19.934980 -4.654735 -18.747381 -4.783572 2.756315 9.575957
9.434254 4.927228 18.643858 -4.600697 -17.786413 -4.255312 2.047224 11.524770
10.325877 4.722470 18.823353 -3.925901 -18.521903 -4.021582 2.426519 11.426416
9.419108 4.163499 17.647082 -3.526750 -18.793626 -3.567498 1.307812 7.922368
8.395337 3.909674 18.865294 -3.052271 -17.727175 -3.261246 0.382596 8.615424
6.405209 3.025164 18.536952 -2.804070 -17.644121 -2.319594 0.476381 8.977269
9.726358 2.804976 19.183953 -1.767043 -15.086035 -1.946566 -0.950683 8.940620
8.219784 2.440084 18.522754 -1.941051 -15.697117 -1.304232 -1.650386 6.953253
5.751389 1.539589 16.297429 -0.614689 -14.618913 -0.475699 -1.774536 6.572342
5.690745 1.242213 18.535843 -0.407884 -14.081289 0.689142 -2.487118 7.918864
4.178599 0.170677 16.794832 0.078254 -14.890977 0.638336 -3.436710 6.367975
5.865956 0.002407 18.266784 1.088319 -13.873552 0.868206 -3.721279 5.845603
3.931931 -1.195344 17.019405 1.885008 -12.220924 2.007360 -3.954854 4.247039
2.504072 -0.955205 16.366351 1.614014 -14.174193 3.144397 -4.579689 3.690415
4.303336 -2.166594 16.602408 3.007320 -10.669726 3.291117 -4.616377 3.515174
1.279397 -2.728269 17.063890 3.036603 -12.774673 3.680681 -5.154731 3.478762
2.349893 -3.082545 14.141969 3.678328 -11.561023 4.536912 -5.339569 3.427611
-0.299823 -3.841994 13.967312 4.384838 -10.948853 4.252574 -5.451661 3.068475
-1.583608 -4.111474 13.846053 4.375588 -10.273882 4.680014 -4.772845 1.517685
0.672734 -4.372312 13.240296 4.437004 -10.264034 4.919238 -4.739731 -1.510220
-1.656702 -4.793073 12.953551 5.359700 -9.694255 5.025982 -4.321908 0.942906
-1.407106 -4.803899 12.524618 5.272362 -9.086053 4.868711 -4.657452 -0.737430
-2.372372 -5.115482 11.501805 5.209298 -8.303037 4.710038 -3.869414 -3.246938
-6.188369 -5.099668 10.793641 5.232467 -7.821986 4.532065 -3.573792 -3.196744
-4.107440 -4.876756 11.601153 5.103352 -8.147976 4.351153 -3.209935 -3.084071
-4.100538 -4.766512 9.590543 4.868106 -6.160687 3.653203 -2.813437 -4.274271
-6.737999 -4.344192 10.752779 5.087319 -4.766111 3.791569 -2.040233 -2.642057
-7.744646 -4.243408 9.099926 4.400445 -5.088321 2.340537 -1.150371 -6.340370
-7.719191 -3.797132 10.021362 4.281546 -5.246638 2.230877 -0.851136 -3.741777
-6.933400 -3.803826 9.503953 3.896128 -3.074184 1.491322 -0.267254 -4.849506
-7.785192 -2.549444 6.458575 3.558299 -4.639781 0.928721 0.538880 -6.803172
-7.236330 -1.929262 7.355525 3.435963 -2.739287 0.525275 0.826432 -7.595418
-7.323764 -1.492972 5.812737 1.883058 -4.061037 -0.734127 1.960801 -6.673405
-7.656225 -0.870461 5.194437 1.971524 -2.408553 -1.108195 2.603944 -8.852688
-10.573642 -0.420368 4.366301 1.165625 2.386015 -1.486178 3.087427 -7.314558
-11.007469 0.430203 5.060814 0.540211 1.261846 -2.353602 3.623359 -9.439369
-10.711725 1.418147 4.934338 -0.158261 0.887611 -3.237949 3.933675 -7.834149
-10.704534 1.506500 1.635986 0.170225 1.903371 -3.125963 4.330353 -12.517284
-11.820612 2.600923 4.304020 -1.008297 1.312425 -4.009927 4.331797 -10.921213
-11.230999 3.015898 1.332742 -2.127184 0.948443 -4.251450 5.130623 -10.944320
-12.476252 3.596116 0.621225 -2.396830 4.740966 -4.274819 5.278076 -11.306462
-14.130752 3.785885 0.226043 -2.640106 3.826125 -4.500232 5.472078 -11.603572
-13.971519 3.709153 -0.118490 -3.469684 3.702161 -4.867155 5.555102 -12.403301
-15.755466 4.687988 -0.283128 -3.557241 6.664780 -5.006317 5.554930 -13.088491
-13.598911 4.819836 -0.034985 -4.462979 7.192621 -5.024551 4.620439 -13.918859
-16.594371 4.556691 -2.616591 -4.384771 5.474536 -4.315991 4.535193 -13.720249
-14.988278 4.434726 -2.414217 -5.075267 8.284357 -4.735000 3.912289 -15.609316
-16.142392 5.329277 -1.194511 -4.909759 9.819308 -4.197149 3.489881 -13.870242
-16.819937 4.649514 -3.571788 -5.250173 9.486752 -3.562959 3.661610 -14.909115
-17.586225 4.628798 -2.830075 -4.921361 8.764197 -3.026017 3.010796 -13.812203
-16.804329 4.520444 -5.525818 -4.989190 8.193949 -2.896571 2.347261 -15.246523
-16.930713 4.036802 -5.605746 -4.911271 10.957636 -2.085931 1.523643 -14.092948
-17.790591 4.130726 -8.445040 -4.914167 10.367008 -1.902652 0.786927 -16.684008
-17.358777 2.961279 -5.783045 -4.704877 12.156358 -0.158262 0.804744 -16.597030
-18.147770 2.940937 -7.286579 -4.343967 12.254189 -0.319655 -0.096774 -16.759028
-19.720233 2.026210 -7.532202 -3.983781 13.534030 0.841580 -0.834197 -17.880968
-17.783437 1.416670 -6.991936 -3.681124 11.499816 1.064449 -1.531516 -17.522948
-19.757613 0.692675 -10.007706 -3.132229 13.051613 1.916546 -2.065374 -18.295714
-18.236345 0.026480 -7.461008 -2.786801 14.809353 2.384308 -3.303288 -17.535578
-18.870622 -0.824628 -10.020707 -2.067836 15.370187 3.281009 -3.370211 -19.006070
-19.689009 -1.081910 -9.881787 -1.175132 15.791785 3.883027 -3.470555 -19.281777
-20.807526 -1.380409 -10.402343 -0.925533 14.927866 3.943871 -3.889074 -19.867588
-19.741462 -1.890320 -12.441647 0.015233 14.822394 4.274686 -4.357460 -20.202962
-19.614429 -3.118032 -10.882778 0.355031 15.898903 4.537092 -4.396572 -20.356611
-20.810386 -3.320174 -12.694230 1.182602 17.351008 4.646970 -4.786067 -19.595142
-20.012882 -3.984439 -13.156737 1.731263 15.644276 4.406358 -5.313211 -20.080923
-18.876505 -4.560261 -13.640654 2.456254 17.176194 4.730381 -5.086018 -19.265147
-20.718631 -4.549043 -14.039924 2.511907 16.229412 4.203135 -5.191703 -20.272488
-20.767271 -4.919967 -12.203076 3.092158 17.902709 4.523346 -4.523114 -18.374464
-19.528391 -4.784705 -15.173473 3.796711 18.573335 4.173265 -5.072037 -19.879678
-19.503380 -4.814222 -16.540740 4.382872 17.645226 4.033029 -4.555124 -19.713359
-21.296890 -4.522560 -18.511509 4.502098 17.659829 3.423387 -3.969859 -20.604344
-19.199155 -4.658646 -16.738750 4.545138 19.060208 3.151550 -3.613636 -19.942364
-19.288136 -4.313472 -16.984038 4.999757 18.141136 2.204299 -3.244619 -18.013140
-20.235792 -4.470242 -17.131511 5.222667 18.565654 1.715939 -2.250864 -15.777697
-20.062461 -4.354303 -15.970141 6.057347 20.160481 1.223329 -2.099443 -20.798204
-19.114899 -3.355378 -17.400481 5.003652 17.905443 0.344732 -1.898776 -20.662278
-18.185732 -2.890009 -17.331907 5.238227 20.373789 -0.124056 -1.042570 -20.305994
-18.648701 -2.563261 -19.832369 5.208967 19.198037 -0.463153 0.121432 -21.034452
-17.495141 -1.607538 -16.906719 4.504361 19.595340 -1.266834 1.076758 -19.619307
-18.192218 -1.377256 -18.239052 4.780767 20.764618 -2.050393 1.255424 -20.027686
-18.803364 -0.082628 -18.187281 4.158826 19.212415 -2.973251 1.611014 -20.501258
-18.504660 0.226160 -18.857122 3.962466 18.994431 -3.755808 2.785838 -17.868695
-18.265244 0.292017 -18.609711 3.116600 19.603261 -3.639756 2.681563 -17.841654
-17.969180 0.923419 -20.418663 3.052600 19.095862 -4.292466 3.560023 -18.054412
-16.422889 1.997433 -19.044304 2.050060 19.737100 -4.419386 3.830524 -17.667370
-17.408721 2.368834 -21.054102 1.645823 20.161002 -4.749382 4.508139 -18.577807
-15.835534 2.880638 -19.757743 1.192456 18.568191 -5.033309 5.008458 -16.787845
-14.475991 3.539444 -18.735721 0.375501 17.908991 -4.543800 4.900208 -16.541757
-15.732626 3.925672 -20.199156 0.122043 18.860077 -5.004705 5.197784 -16.110850
-15.595867 4.050034 -19.216102 -0.840163 19.541366 -4.378802 5.024209 -18.464548
-13.603559 4.603184 -20.751351 -1.611081 18.879590 -4.589876 4.923317 -15.037810
-13.450004 4.470919 -21.886283 -2.394783 18.996937 -4.207230 5.087760 -14.814144
-14.260058 5.137429 -20.390592 -2.512002 17.245346 -3.805077 4.992532 -16.207503
-14.033435 4.659210 -20.600813 -3.461141 18.251535 -3.365750 4.863189 -15.386204
-13.586796 4.846468 -18.505517 -3.282141 19.252344 -3.042700 4.720069 -15.464824
-12.922159 4.857501 -18.980159 -3.864183 17.058537 -2.305857 3.520643 -14.658406
-12.307280 4.756894 -19.860077 -4.488219 16.941994 -1.629532 4.008680 -13.771741
-11.337365 4.666860 -20.511367 -4.891498 18.193345 -1.083421 2.841582 -13.061235
-10.014357 4.134846 -21.579156 -4.871226 16.337945 -0.254398 2.090823 -11.954359
-8.811477 3.872408 -21.435531 -5.158716 17.079341 0.525639 1.540295 -10.707565
-10.958439 2.482803 -19.426754 -5.174898 14.333998 1.040507 0.687146 -11.657552
-9.334418 2.316657 -18.178905 -5.783562 16.134873 1.817840 0.126626 -11.641692
-8.517194 1.818826 -20.229014 -5.219154 16.047543 2.296128 -0.190598 -11.826291
-8.765498 0.944822 -19.759869 -4.515339 17.073517 2.911862 -0.848787 -9.551684
-7.929307 0.347600 -18.509562 -5.104670 15.866633 3.468933 -1.522843 -8.311460
-6.844630 0.161522 -19.919629 -4.728094 14.070351 3.693345 -2.405697 -9.320993
-6.373536 -0.912464 -18.802013 -3.778901 14.726596 4.452855 -2.753970 -8.304965
-4.765545 -1.560586 -17.450251 -3.819264 13.172694 4.736784 -3.443789 -5.584503
-5.189355 -2.500629 -18.512616 -2.777567 12.206932 4.691513 -4.016999 -8.702044
-4.279774 -2.722671 -19.546296 -2.639381 13.440852 4.644847 -4.074524 -7.164031
-4.034237 -3.202609 -16.833107 -2.222023 12.463813 4.933371 -4.362228 -4.336966
-3.176106 -4.067040 -16.703110 -1.820311 10.696909 5.032400 -4.838566 -6.635820
-1.353251 -3.960598 -15.480106 -1.262513 10.842245 4.999221 -4.923887 -5.847597
-1.242036 -4.561040 -17.802927 -0.444384 10.567433 4.227509 -5.223027 -4.897156
-2.014924 -4.383868 -15.558388 -0.286625 11.008425 4.268720 -4.929707 -3.342903
-3.643450 -5.448974 -15.484768 0.975072 8.666756 3.979850 -5.044861 -4.598181
-0.711146 -5.184808 -15.562536 1.743667 8.842409 3.354813 -4.509212 -1.226459
1.634328 -4.798683 -13.409639 1.662021 9.679481 2.661665 -4.555674 -3.519350
-0.670205 -4.625483 -14.812953 2.491167 9.319753 2.561116 -4.239574 -1.459373
1.458748 -5.099063 -14.435952 3.184333 6.793266 1.341743 -3.396525 -1.639031
1.693858 -4.835367 -12.492269 3.410362 6.943167 1.045301 -3.189424 1.184256
3.418187 -4.354264 -11.950176 3.789420 3.606688 0.568352 -2.932363 0.030410
3.161554 -3.839718 -15.229450 4.258684 5.108421 -0.464413 -2.445057 1.254209
4.495509 -3.178089 -11.548575 4.496740 5.123333 -1.041913 -1.440808 0.714808
5.546287 -3.081618 -10.113721 5.137679 3.530643 -1.480312 -1.035093 2.423847
3.380924 -2.258667 -10.090181 4.997418 3.180874 -2.652811 -0.671839 0.495110
5.216895 -1.611971 -11.369424 5.294915 1.918989 -3.112943 -0.077392 4.720698
5.024232 -0.739342 -10.624843 5.006829 2.216256 -3.252915 0.816474 5.379082
6.308451 -0.752759 -10.084149 5.264354 0.265626 -3.762615 1.625838 4.667140
7.751515 0.297198 -9.316505 5.240545 -0.155013 -4.449490 2.393388 3.521522
7.185411 0.960584 -6.301787 4.850573 -0.100891 -4.821717 2.757193 6.199718
9.691279 1.481374 -7.948503 4.811129 -0.490752 -4.826145 3.591468 5.361001
8.228803 1.699640 -4.619653 4.306201 -1.131763 -4.973771 4.136291 5.845119
10.752847 2.982150 -7.665952 4.354966 -0.286291 -4.754405 4.352918 6.685575
9.543008 3.550263 -5.566855 3.206542 -3.685012 -4.881163 4.209847 7.090621
11.574874 3.642167 -4.067929 2.853388 -2.649531 -4.771323 4.728325 9.353715
11.665363 3.995142 -3.783021 2.498409 -4.406931 -3.968934 5.186921 8.986980
12.887179 4.281938 -2.569134 1.569642 -4.761408 -4.111622 5.568490 10.624739
12.199147 4.869489 -2.486156 1.330046 -5.779521 -3.431851 5.173894 12.319902
12.939763 4.671335 -3.073204 0.934009 -5.446351 -2.542156 5.172581 11.312220
11.583874 5.352826 -2.054860 0.658888 -4.500925 -2.526923 4.937086 10.181656
12.743779 4.924405 -0.594959 -0.571053 -8.648679 -1.918727 4.778987 12.718454
12.744430 5.148593 -1.683220 -1.074817 -8.017068 -1.968195 3.901592 12.785863
13.693466 4.714616 2.004250 -1.879457 -8.164072 -0.797397 4.484478 12.732752
15.593549 4.740450 0.863986 -2.501142 -9.407869 0.026874 3.871626 12.144722
16.628329 3.930487 1.859774 -2.465476 -11.522089 0.719887 3.415574 13.544637
15.068358 4.163378 0.977089 -3.585912 -9.965183 1.270054 2.610065 14.261090
16.712504 2.987538 1.026473 -3.990311 -11.870078 2.088236 2.114766 13.683726
16.990289 3.341910 2.643137 -4.471032 -12.132593 2.703621 0.994835 15.417798
17.664536 2.073439 1.632474 -4.386527 -11.166890 2.857733 1.221538 15.069065
18.037039 1.600261 4.722880 -4.474326 -10.545586 3.848750 0.023586 15.944354
16.591006 0.969373 4.802314 -5.059230 -13.885710 4.241657 -0.609768 16.202054
16.324475 0.639712 6.401252 -5.621867 -12.854350 3.996587 -1.425604 17.455529
18.039727 -0.314931 7.480535 -5.561674 -13.848412 4.786836 -1.785807 18.751649
17.298562 -1.196729 6.728873 -5.289516 -14.916276 4.767953 -2.898177 17.322458
